ObjectID,Object Number,Sort Number,Dept,Maker,Alpha Sort,Title,Date,Begin Date,End Date,Medium,Dimensions,Credit Line,ClassificationTerm,Copyright,Photo Credit,Primary Image URL,Primary Image Filename
24185,y1952-169,1952  169y,ABI,Roman; Tetrarchic,Roman; Tetrarchic,"Relief from a Christian sarcophagus: ""The Good Shepherd""",ca. A.D. 300,250,350,Marble,"h. 36.3 cm., w. 30.5 cm., d. 6.4 cm. (14 5/16 x 12 x 2 1/2 in.)","Museum purchase, gift of the Friends of the Princeton University Art Museum","funerary objects, relief, sarcophagi, tabernacle frames",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1952-169_OBL_c.jpg,y1952-169_OBL_c.jpg
24311,y1953-35,1953   35y,American,"Charles Herbert Moore, American, 1840–1930","Moore, Charles Herbert","Winter Landscape, Valley of the Catskill",1866,1866,1866,Oil on canvas,"18 x 26 cm. (7 1/16 x 10 1/4 in.)
frame: 28 × 35.5 × 4.7 cm (11 × 14 × 1 7/8 in.)",Gift of Frank Jewett Mather Jr.,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-35.jpg,y1953-35.jpg
24435,y1953-56,1953   56y,American,"Abbott Handerson Thayer, American, 1849–1921","Thayer, Abbott Handerson","Monadnock, Winter Sunrise",1919,1919,1919,Oil on canvas,"133 x 158 cm. (52 3/8 x 62 3/16 in.)
frame: 168 × 191.5 × 10.5 cm (66 1/8 × 75 3/8 × 4 1/8 in.)",Gift of Frank Jewett Mather Jr.,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-56.jpg,y1953-56.jpg
24559,y1953-57,1953   57y,EPS,French,French,Virgin and Child,ca. 1275–1300,1275,1300,Ivory,15.7 × 5.7 × 1.3 cm (6 3/16 × 2 1/4 × 1/2 in.),"Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",sculpture,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-57.jpg,y1953-57.jpg
24539,y1953-76,1953   76y,ABI,Egyptian; Late Period to Ptolemaic,Egyptian; Late Period,Falcon deity,664–30 B.C.,-712,-30,Bronze,"includes tangs: h. 24.3 cm., w. 7.0 cm., d. 2.1 cm. (9 9/16 x 2 3/4 x 13/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection","bronzes, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-76_1.jpg,y1953-76_1.jpg
24513,y1953-78,1953   78y,EPS,"Jean-Léon Gérôme, French, 1824–1904","Gérôme, Jean-Léon",Napoleon in Egypt,1867–68,1867,1868,Oil on wood panel,"35.8 x 25.0 cm. (14 1/8 x 9 13/16 in.)
frame: 48.3 x 38.4 x 4.1 cm. (19 x 15 1/8 x 1 5/8 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-78.jpg,y1953-78.jpg
8833,x1953-119,1953  119x,P&D,"Mary Cassatt, American, 1844–1926","Cassatt, Mary","Young Woman in a Black and Green Bonnet, Looking Down",ca. 1890,1885,1905,Pastel on tan wove paper,"65 x 52 cm. (25 9/16 x 20 1/2 in.)
frame: 76.6 × 65.5 × 4.2 cm (30 3/16 × 25 13/16 × 1 5/8 in.)",Gift of Sally Sample Aall,"drawings, pastel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1953-119.jpg,x1953-119.jpg
24004,y1953-147,1953  147y,African,Chokwe artist,Chokwe,Caryatid headrest,before 1923,0,1923,Wood and brass,"h. 13.0 cm., w. 16.3 cm., d. 7.4 cm. (5 1/8 x 6 7/16 x 2 15/16 in.)","Gift of Mrs. Donald B. Doyle in memory of her husband, Class of 1905","caryatids, headrests, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-147.jpg,y1953-147.jpg
24006,y1953-149 a-b,1953  149ya    b,African,Kuba (Shoowa) artist,Kuba,Cosmetic box,late 19th century,1870,1899,Wood and pigment,"h. 9.5 cm., w. 15.3 cm., d. 13.8 cm. (3 3/4 x 6 x 5 7/16 in.)","Gift of Mrs. Donald B. Doyle in memory of her husband, Class of 1905","box (container), carving, cosmetics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1953-149A-B.jpg,y1953-149A-B.jpg
9449,x1954-13,1954   13x,P&D,"Edgar Degas, French, 1834–1917","Degas, Edgar",Dancers,ca. 1899,1894,1904,Pastel with charcoal on tracing paper mounted on cream wove paper,"58.8 x 46.3 cm. (23 1/8 x 18 1/4 in.)
frame: 79.5 x 67.3 x 6.3 cm. (31 5/16 x 26 1/2 x 2 1/2 in.)","Bequest of Henry K. Dick, Class of 1909","drawings, pastels",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1954-13.jpg,x1954-13.jpg
24961,y1954-73,1954   73y,EPS,"Follower of the Master of the Dangolsheimer Madonna, South German",Master of the Dangolsheimer Madonna,Virgin and Child,late 15th–early 16th century,1470,1529,Wood with polychromy and gilding,"h. 86.5 cm., w. 55.4 cm., d. 31.7 cm. (34 1/16 x 21 13/16 x 12 1/2 in.)","Museum purchase, gift of Carl Otto von Kienbusch, Class of 1906, for the Carl Otto von Kienbusch Jr., Memorial Collection","bust, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1954-73_FRN.jpg,y1954-73_FRN.jpg
24455,y1954-123,1954  123y,EPS,"Auguste Rodin, French, 1840–1917",Rodin Auguste,Danaid,ca. 1885–90,1885,1890,Marble,"h. 23.0 cm. (9 1/16 in.)
base: 40.0 x 26.0 cm. (15 3/4 x 10 1/4 in.)","Bequest of Sam A. Lewisohn, Class of 1904",sculpture,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1954-123_FRN.jpg,y1954-123_FRN.jpg
27252,y1955-3249,1955 3249y,American,"Asher Brown Durand, American, 1796–1886","Durand, Asher Brown",Landscape,1859,1859,1859,Oil on canvas,"77 x 61.5 cm (30 5/16 x 24 3/16 in.)
frame: 99 × 84 × 8.5 cm (39 × 33 1/16 × 3 3/8 in.)","Gift of J. O. MacIntosh, Class of 1902","landscapes (representations), paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1955-3249.jpg,y1955-3249.jpg
27763,y1956-124,1956  124y,EPS,Italian,Italian,Dish with Scene of Caesar Receiving Head of Pompey,1536,1536,1536,Maiolica,5 × diam. 47 cm (1 15/16 × 18 1/2 in.),"Gift of Stanley Mortimer, Class of 1919",dishes,,,artimage.princeton.edu/files/ProductionJpegs/y1956-124.jpg,y1956-124.jpg
28079,y1957-19,1957   19y,P&D,Byzantine,Byzantine,Gospel book: the Evangelist Luke,ca. 1380,1375,1385,Clothbound with leather spine; ink cream laid paper,29.5 x 20.5 x 5.2 cm. (11 5/8 x 8 1/16 x 2 1/16 in.),"Museum purchase, Caroline G. Mather Fund",manuscripts,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1957-19_1.jpg,y1957-19_1.jpg
9790,x1957-116,1957  116x,P&D,"Winslow Homer, American, 1836–1910","Homer, Winslow",Eastern Point Light,1880,1880,1880,Watercolor over graphite on cream wove paper,24.6 x 34.1 cm. (9 11/16 x 13 7/16 in.),"Gift of Alastair B. Martin, Class of 1938","drawings, watercolors",,,artimage.princeton.edu/files/ProductionJpegs/x1957-116_REC.jpg,x1957-116_REC.jpg
9793,x1957-118,1957  118x,P&D,"Thomas Eakins, American, 1844–1916","Eakins, Thomas",Seventy Years Ago,1877,1877,1877,Watercolor and gouache on cream wove paper with graphite border,39.8 x 27.4 cm. (15 11/16 x 10 13/16 in.),Gift of Mrs. Frank Jewett Mather Jr.,"drawings, watercolors",,,artimage.princeton.edu/files/ProductionJpegs/STU00693.jpg,STU00693.jpg
28094,y1958-1,1958    1y,ABI,Roman; Antonine,Roman; Antonine,Portrait of the Emperor Marcus Aurelius,ca. 170–180,170,180,Carrara marble,"h. 34.1 cm., w. 27.9 cm., d. (with restored nose) 26.8 cm. (13 7/16 x 11 x 10 9/16 in.) 
face: h. 19.5 cm. (7 11/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",sculpture,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1958-1_FRN_SL.jpg,y1958-1_FRN_SL.jpg
9654,x1958-61,1958   61x,P&D,"George Wesley Bellows, American, 1882–1925","Bellows, George Wesley",The Murder of Edith Cavell,1918,1918,1918,Black chalk and black crayon over charcoal on cream wove paper,"53.5 x 68.5 cm. (21 1/16 x 26 15/16 in.)
frame: 73 × 87 × 2.5 cm (28 3/4 × 34 1/4 × 1 in.)","Museum purchase, Laura P. Hall Memorial Fund","drawings, preparatory studies",,photo: Martin Senn,artimage.princeton.edu/files/ProductionJpegs/x1958-61.jpg,x1958-61.jpg
28330,y1958-66,1958   66y,American,"Ammi Phillips, American, 1788–1866","Phillips, Ammi",Henrietta Dorr,ca. 1814,1809,1819,Oil on canvas,"56 x 45 cm. (22 1/16 x 17 11/16 in.)
frame: 64.7 × 54 × 5 cm (25 1/2 × 21 1/4 × 1 15/16 in.)","Gift of Edward Duff Balken, Class of 1897","oil paintings, portrait",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1958-66.jpg,y1958-66.jpg
28154,y1958-100,1958  100y,American,"Sarah E. Harvey, American, 1834–1924","Harvey, Sarah E.","Winsted, Connecticut",ca. 1877,1872,1882,Oil on canvas,"45.5 x 71.1 cm (17 15/16 x 28 in.)
frame: 55.9 × 81.9 cm (22 × 32 1/4 in.)","Gift of Edward Duff Balken, Class of 1897",paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1958-100.jpg,y1958-100.jpg
27895,y1959-54,1959   54y,EPS,"Auguste Rodin, French, 1840–1917",Rodin Auguste,The Age of Bronze,1876,1876,1876,Bronze,115 × 29.5 × 29.5 cm (45 1/4 × 11 5/8 × 11 5/8 in.),"Museum purchase, gift of Walter N. Rothschild, Class of 1913, in memory of his mother, Mrs. Felix M. Warburg",sculptures,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1959-54_OBL2.jpg,y1959-54_OBL2.jpg
28405,y1959-121,1959  121y,Asian,"Japanese; Heian period, 794–1185",Japanese; Heian period,Sutra from Jing?ji Temple,ca. 1150,1145,1155,Handscroll; gold and silver on indigo paper,26.0 x 885.0 cm. (10 1/4 x 348 7/16 in.),"Museum purchase, Caroline G. Mather Fund","handscrolls, Japanese painting styles, temples",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1959-121.jpg,y1959-121.jpg
28649,y1961-17,1961   17y,EPS,"Frederic, Lord Leighton, British, 1830–1896","Leighton, Frederic, Lord",After Vespers,1871,1871,1871,Oil on canvas,"111.5 x 71.5 cm. (43 7/8 x 28 1/8 in.)
frame: 161.9 x 122.6 x 11.3 cm. (63 3/4 x 48 1/4 x 4 3/8 in.)",Museum purchase,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1961-17.jpg,y1961-17.jpg
28869,y1961-47,1961   47y,Asian,"Indian; Pala dynasty, 10th–12th century",Indian; Pala dynasty,Stele of Vishnu and attendants,10th–11th century,900,1099,Black schist,"h. 79.0 cm., w. 44.5 cm., d. 16.0 cm. (31 1/8 x 17 1/2 x 6 5/16 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","relief, sculpture, stele",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1961-47_FRN.jpg,y1961-47_FRN.jpg
28956,y1962-58,1962   58y,EPS,"Domenico di Bartolo, Italian, ca. 1400–before 1445","Bartolo, Domenico di",Madonna and Child,ca. 1436,1420,1447,Tempera on wood panel,"96 x 66 cm. (37 13/16 x 26 in.)
frame: 132.7 x 84.5 x 12.7 cm. (52 1/4 x 33 1/4 x 5 in.)","Bequest of Dan Fellows Platt, Class of 1895",paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1962-58.jpg,y1962-58.jpg
28732,y1962-64,1962   64y,EPS,"attributed to Joan Rosato, Spanish, active 1447–1482",Rosato Joan,Mystical Crucifixion: the Four Doctors of the Church and Saint Paul contemplating the Crucifixion,ca. 1445,1447,1482,Tempera and gold on wood panel,"51.7 x 44 cm. (20 3/8 x 17 5/16 in.)
frame: 58.5 × 52.3 × 8 cm (23 1/16 × 20 9/16 × 3 1/8 in.)","Bequest of Dan Fellows Platt, Class of 1895",paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1962-64.jpg,y1962-64.jpg
28768,y1962-75,1962   75y,EPS,"after Donatello, Italian, 1386/87–1466",Donatello,Dead Christ Supported by Two Angels,15th century,1400,1499,Polychrome on papier-mâché,"45 x 52 cm. (17 11/16 x 20 1/2 in.)
frame: 66 × 82.5 × 12 cm (26 × 32 1/2 × 4 3/4 in.)","Bequest of Dan Fellows Platt, Class of 1895",sculptures,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1962-75_A.jpg,y1962-75_A.jpg
28905,y1963-1,1963    1y,EPS,"Fra Angelico, Italian, ca. 1395/1400–1455","Angelico, Fra",The Penitent Saint Jerome,1419–20,1419,1420,Tempera on wood panel,"56.5 x 41.2 cm. (22 1/4 x 16 1/4 in.)
frame: 56.8 x 41.3 x 5.7 cm. (22 3/8 x 16 1/4 x 2 1/4 in.)",Bequest of Frank Jewett Mather Jr.,"paintings, tempera",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1963-1.jpg,y1963-1.jpg
28760,y1963-2,1963    2y,EPS,"Francesco Traini, Italian, active 1321–1345","Traini, Francesco",Madonna and Child with Saint Anne,1340–45,1340,1345,Tempera on wood panel transferred to pressed wood panel,"84.9 x 56.0 cm. (33 7/16 x 22 1/16 in.)
frame: 101.3 x 76.5 x 14.6 cm. (39 7/8 x 30 1/8 x 5 3/4 in.)",Bequest of Frank Jewett Mather Jr.,"paintings, tempera",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1963-2_SL.jpg,y1963-2_SL.jpg
29134,y1963-38,1963   38y,African,Edo artist,Edo,Bracelet,18th–19th century,1700,1899,Brass,"h. 13.5 cm., diam. 9.0 cm. (5 5/16 x 3 9/16 in.)","Gift of J. Lionberger Davis, Class of 1900","bracelets (jewelry), cuffs (costume components), ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1963-38_1.jpg,y1963-38_1.jpg
54924,y1963-39 a-k,1963   39ya    k,Asian,"Chinese; Qing dynasty, 1644–1912; Zhu Da, 1626–1705",Chinese; Qing dynasty; Zhu Da,Flowers and Insects,ca. 1683,1678,1688,Album of eleven leaves; ink on paper,Leaves: 36.6 x 68 cm. (14 7/16 x 26 3/4 in.),Gift of Mrs. George Rowley in memory of Professor George Rowley,"albums, calligraphy (visual work), calligraphy (writing), paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1963-39-A.jpg,y1963-39-A.jpg
29106,y1963-39 i,1963   39yi,Asian,"Chinese; Qing dynasty, 1644–1912; Zhu Da, 1626–1705",Chinese; Qing dynasty; Zhu Da,Spray of Hibiscus (Spray of Flowering Shrub),ca. 1681,1676,1686,Album leaf; ink on paper,"Painting: 30.2 x 30.2 cm. (11 7/8 x 11 7/8 in.)
Leaf: 36.6 x 68 cm. (14 7/16 x 26 3/4 in.)
Mat: 37.2 x 35.8 cm. (14 5/8 x 14 1/8 in.)",Gift of Mrs. George Rowley in memory of Professor George Rowley,"albums, Chinese painting styles, paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1963-39-I.jpg,y1963-39-I.jpg
29435,y1964-50,1964   50y,Asian,"Japanese; Edo period, 1600–1868; Kan'ei era, 1624–1644",Japanese; Edo period; Kan'ei period,Messenger Delivering a Letter (Fumitsukai byobu-e),,1624,1644,"Two-fold screen; ink, colors, and gold on paper",143.5 x 154.5 cm. (56 1/2 x 60 13/16 in.),"Museum purchase, gift of William R. McAlpin, Class of 1926","Japanese painting styles, paintings, screens (furniture)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1964-50.jpg,y1964-50.jpg
29317,y1964-162,1964  162y,MoCo,"Kay Sage, American, 1898–1963","Sage, Kay",I Saw Three Cities,1944,1944,1944,Oil on canvas,"92 x 71 cm. (36 1/4 x 27 15/16 in.)
frame: 94.5 x 74.3 x 4.9 cm. (37 3/16 x 29 1/4 x 1 15/16 in.)",Gift of the Estate of Kay Sage Tanguy,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1964-162.jpg,y1964-162.jpg
29339,y1964-180,1964  180y,American,"Junius  Brutus Stearns, American, 1810–1885","Stearns, Junius Brutus","The Old, Old Story",1882,1882,1882,Oil on canvas,"sheet (sight): 61 x 51 cm. (24 x 20 1/16 in.)
frame: 72.4 × 62.2 × 4.3 cm (28 1/2 × 24 1/2 × 1 11/16 in.)","Gift of Carl Otto von Kienbusch, Class of 1906, for the Carl Otto von Kienbusch Jr., Memorial Collection",oil paintings,,,artimage.princeton.edu/files/ProductionJpegs/INV46340.jpg,INV46340.jpg
29121,y1964-181,1964  181y,American,"John Singleton Copley, American, 1738–1815","Copley, John Singleton",Elkanah Watson,1782,1782,1782,Oil on canvas,"149 x 121 cm. (58 11/16 x 47 5/8 in.)
frame: 177 × 150 × 7.2 cm (69 11/16 × 59 1/16 × 2 13/16 in.)",Gift of the estate of Josephine Thomas Swann,"oil paintings, portrait",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1964-181.jpg,y1964-181.jpg
29713,y1965-3,1965    3y,Asian,"Chinese; Western Zhou dynasty, 11th century–771 B.C.",Chinese; Western Zhou,Pouring vessel with dragon-head lid (guang),late 11th century B.C.,-1099,-900,Bronze,"h. 31.3 cm., w. 16.0 cm., l. 36.0 cm., 5.3 g (12 5/16 x 6 5/16 x 14 3/16 in., 11.6 lb.)","Museum purchase from the C. D. Carter Collection, gift of the Arthur M. Sackler Foundation","bronzes, guang, vessels for serving drinks",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1965-3_1.jpg,y1965-3_1.jpg
29783,y1965-35,1965   35y,Asian,"Chinese; Eastern Zhou dynasty, 770–256 B.C.; Warring States period, ca. 470–221 B.C.",Chinese; Eastern Zhou; Warring States period,Bell (bo zhong),late 5th century B.C.,-429,-370,Bronze,"h. to top of hanger: 25.8 cm. (10 3/16 in.) 
h. to head: 19.2 cm. (7 9/16 in.) 
rim: 17 x 12.6 cm. (6 11/16 x 4 15/16 in.)","Museum purchase from the C. D. Carter Collection, gift of the Arthur M. Sackler Foundation","bell (aerophone component), bronzes, ceremonial objects",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1965-35.jpg,y1965-35.jpg
29456,y1965-197,1965  197y,AAA,Late Classic; Maya,Classic; Maya,Chak Chel (Great Rainbow),A.D. 600–800,600,800,Ceramic with traces of Maya blue pigment,"h. 26.0 cm., w. 13.0 cm., d. 13.6 cm. (10 1/4 x 5 1/8 x 5 3/8 in.)","Gift of J. Lionberger Davis, Class of 1900","figure (representation), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1965-197_OBL2.jpg,y1965-197_OBL2.jpg
29430,y1965-205,1965  205y,ABI,Italo-Geometric; Etruscan,Geometric; Etruscan,Stamnoid jar,ca. 700–680 B.C.,-700,-680,Ceramic,"h. 21.6 cm., w. 27.1 cm., diam. 23.2 cm. (8 1/2 x 10 11/16 x 9 1/8 in.)
diam. rim 14.6 cm. (5 3/4 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","ceramics, jars",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1965-205_2.jpg,y1965-205_2.jpg
29551,y1965-216,1965  216y,ABI,Roman,Roman,Mosaic pavement: drinking contest of Herakles and Dionysos,early 3rd century A.D.,200,229,Stone and glass,"h. 526.0 cm., w. 527.0 cm. (207 1/16 x 207 1/2 in.)
figural scene: h. 229.2 cm., w. 295.5 cm. (90 1/4 x 116 5/16 in.)",Gift of the Committee for the Excavation of Antioch to Princeton University,"mosaic, mosaics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1965-216.jpg,y1965-216.jpg
30115,y1966-3,1966    3y,Asian,"Chinese; Liao dynasty, 907–1125",Chinese; Liao dynasty,Bottle,late 10th century,970,999,Ding ware type; oyster-white glaze over grayish-white porcelain,"h. 26.1 cm., diam. 16.0 cm. (10 1/4 x 6 5/16 in.)",Gift of the American Research Center in Egypt through the courtesy of the Department of Antiquities of the United Arab Republic,"bottle, ceramics, glazing (coating)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1966-3.jpg,y1966-3.jpg
30003,y1966-26,1966   26y,Asian,"Japanese; Heian period, 794–1185",Japanese; Heian period,Bonten ???,ca. late 11th century,1070,1099,Wood with traces of red pigment,"h. 103.0 cm., w. approx. 39.5 cm., d. approx. 19.0 cm. (40 9/16 x 15 9/16 x 7 1/2 in.)","Museum purchase, gift of J. Lionberger Davis, Class of 1900, and William R. McAlpin, Class of 1926","religious art, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/Y1966-26_FRN.jpg,Y1966-26_FRN.jpg
29888,y1966-273,1966  273y,American,American,American,Sofa,ca. 1790–1810,1790,1810,Mahogany with crimson damask upholstery,101 x 184 cm. (39 3/4 x 72 7/16 in.),Gift of Mr. and Mrs. Landon K. Thorne for the Boudinot Collection,sofas,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1966-273_OBL.jpg,y1966-273_OBL.jpg
30357,y1967-17 a-d,1967   17ya    d,Asian,"Chinese; Qing dynasty, 1644–1912; Shitao ??, 1642–1707",Chinese; Qing dynasty; Shitao,"Luo-Fu Mountains (Luo-Fu shan shuhua ce ??????)
",ca. 1701–05,1701,1705,Album of 4 leaves (kai); ink and color on paper,,Gift of the Arthur M. Sackler Foundation,"albums, calligraphy (visual work), calligraphy (writing), paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1967-17-A1.jpg,y1967-17-A1.jpg
61754,y1967-17 b,1967   17yb,Asian,"Chinese; Qing dynasty, 1644–1912; Shitao ??, 1642–1707",Chinese; Qing dynasty; Shitao,"Three Peaks of the Upper Realm (Shangjie san feng ????), from Luo-Fu Mountains (Luo-Fu shan shuhua ce ??????)
",ca. 1701–05,1701,1705,Album leaf; ink and color on paper,"Painting: 28.5 x 20.1 cm. (11 1/4 x 7 15/16 in.)
Calligraphy: 28.5 x 20.1 cm. (11 1/4 x 7 15/16 in.)
Leaf: 38.6 x 48.8 cm. (15 3/16 x 19 3/16 in.)
Mat: 40.5 x 50.7 cm. (15 15/16 x 19 15/16 in.)",Gift of the Arthur M. Sackler Foundation,"albums, calligraphy (visual work), calligraphy (writing), paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1967-17-B1.jpg,y1967-17-B1.jpg
30620,y1968-117,1968  117y,EPS,"Gerrit van Honthorst, Dutch, 1592–1656","Honthorst, Gerrit van",Artemisia,ca. 1635,1630,1640,Oil on canvas,"170.0 x 147.5 cm. (66 15/16 x 58 1/16 in.)
frame: 193.0 x 172.7 x 7.6 cm. (76 x 68 x 3 in.)","Museum purchase, gift of George L. Craig, Jr., Class of 1921, and Mrs. Craig",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1968-117.jpg,y1968-117.jpg
30812,y1968-125,1968  125y,Asian,"Japanese; Edo period, 1600–1868; Maruyama Okyo ????, 1733–1795",Japanese; Edo period; Maruyama Okyo,The Hozu River (????),1772,1772,1772,"Six-fold screen; ink, light color, and gold on paper",156.0 x 346.0 x 1.8 cm. (61 7/16 x 136 1/4 x 11/16 in.),"Museum purchase, gift of William R. McAlpin, Class of 1926","Japanese painting styles, paintings, screens (furniture)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1968-125.jpg,y1968-125.jpg
31412,y1969-15,1969   15y,AAA,Middle Classic; Maya,Classic; Maya,Tripod vessel with plumed jaguars in stucco,A.D. 300–600,300,600,Ceramic with polychrome stucco,"h. 18.5 cm., diam. 21.5 cm. (7 5/16 x 8 7/16 in.)",Gift of the Friends of The Art Museum in honor of Gillett G. Griffin,vessels,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1969-15.jpg,y1969-15.jpg
31536,y1969-93,1969   93y,American,"Thomas Doughty, American, 1793–1856","Doughty, Thomas",View toward the Hudson River,ca. 1839,1834,1844,Oil on canvas,"54 x 44 cm. (21 1/4 x 17 5/16 in.)
frame: 73 × 63 × 6 cm (28 3/4 × 24 13/16 × 2 3/8 in.)",Gift of Mrs. Heermance in memory of Dean Radcliffe Heermance,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1969-93.jpg,y1969-93.jpg
11023,x1969-310,1969  310x,P&D,"Rembrandt van Rijn, Dutch, 1606–1669",Rembrandt van Rijn,Christ Crucified between the Two Thieves (The Three Crosses),1653–55,1653,1655,"Drypoint and burin, fourth of five states","plate: 38.5 x 45.0 cm. (15 3/16 x 17 11/16 in.) 
sheet: 43.4 x 48.4 cm. (17 1/16 x 19 1/16 in.)","Gift of David H. McAlpin, Class of 1920, and Mrs. McAlpin in memory of Professor Clifton R. Hall","drypoint, prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1969-310.jpg,x1969-310.jpg
31509,y1970-12,1970   12y,EPS,"Charles Swagers, French, 1792–after 1849",Swagers Charles,"The Tomb of Maria Christina of Austria, by Antonio Canova",1820s,1820,1829,Oil on canvas,"73 x 61.5 cm. (28 3/4 x 24 3/16 in.)
frame: 90.2 × 79.7 × 7.3 cm (35 1/2 × 31 3/8 × 2 7/8 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1970-12.jpg,y1970-12.jpg
31420,y1970-111,1970  111y,AAA,Late Postclassic; Aztec,Postclassic; Aztec,Mask,A.D. 1400–1520,1400,1520,"Wood with traces of gesso, gold leaf, and hematite","h. 20.2 cm., w. 20.5 cm., d. 11.5 cm. (7 15/16 x 8 1/16 x 4 1/2 in.)",Gift of Mrs. Gerard B. Lambert,"faces, masks (costume), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1970-111_a.jpg,y1970-111_a.jpg
31803,y1971-35,1971   35y,ABI,Late Roman,Roman,Plaque with Hercules and the Hydra,4th century A.D.,300,400,"Bronze inlaid with copper, silver, and brass","h. 18.8 cm., w. 9.0 cm. (7 3/8 x 3 9/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",plaque,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1971-35.jpg,y1971-35.jpg
31852,y1972-15,1972   15y,EPS,"Claude Monet, French, 1840–1926","Monet, Claude",Water Lilies and Japanese Bridge,1899,1899,1899,Oil on canvas,"90.5 x 89.7 cm. (35 5/8 x 35 5/16 in.)
frame: 129.5 × 132.1 × 15.3 cm (51 × 52 × 6 in.)","From the Collection of William Church Osborn, Class of 1883, trustee of Princeton University (1914-1951), president of the Metropolitan Museum of Art (1941-1947); given by his family",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1972-15.jpg,y1972-15.jpg
